noun,malenkij,kroshechnyj,colour,code
пробирочка,62,10,black,other
головенка,62,10,black,other
выбор,62,10,black,other
минута,62,10,#23aed4,unit
араб,61,10,#5e0ab7,hum:etn
белок,61,10,#f36e81,stuff/thing
маскарад,61,10,#832575,action
миссис,61,10,#e7cb93,hum
застолье,61,10,#832575,action
веко,61,10,black,other
паровичок,61,10,black,other
тигель,61,10,#a62bc2,tool
леонид,61,10,black,other
брюшко,61,10,black,other
упущение,61,10,#022343,ment
аврора,61,10,black,other
дуэт,61,10,#ef5046,group
покойница,61,10,black,other
коко,61,10,black,other
германия,61,10,black,other
флирт,61,10,#d99aac,inter
орел,61,10,#478faf,hum$
люлька,61,10,#a62bc2,tool
расческа,61,10,#43178d,impact
генератор,61,10,#57faab,tool:device
тест,61,10,#022343,ment
заноза,61,10,#e7cb93,hum
портик,61,10,black,other
нотация,61,10,#7b558d,speech
характеристика,60,10,#59f0b4,text
арба,60,10,#75a92c,tool:transp
армянин,60,10,#5e0ab7,hum:etn
алик,60,10,black,other
гражданка,60,10,#e7cb93,hum
четырехугольник,60,10,#45d272,form:geom
стая,60,10,black,other
туалет,60,10,#682f9d,room
зарево,60,10,#f820ef,light
наказание,60,10,black,other
контейнер,60,10,#a62bc2,tool
юлька,60,10,black,other
архипелаг,60,10,#bcabd8,space
мученица,60,10,black,other
табор,60,10,#bcabd8,space
маячок,60,10,black,other
нахал,60,10,#e7cb93,hum
дискуссия,60,10,#7b558d,speech
ладья,60,10,#5e032d,tool/tool:game
ася,60,10,black,other
слепой,60,10,#e7cb93,hum
табун,60,10,black,other
ступка,60,10,#a62bc2,tool
клочек,60,10,black,other
придел,60,10,#682f9d,room
марк,60,10,black,other
ковшик,60,10,#79a298,tool:dish
передряга,59,10,black,other
комета,59,10,#75a92c,tool:transp
вездеход,59,10,#75a92c,tool:transp
рубина,59,10,black,other
афины,59,10,black,other
шлюз,59,10,#57faab,tool:device
крольчонок,59,10,#702dab,animal
веха,59,10,#6fb9f5,tool/sign
закон,59,10,#59f0b4,text
космос,59,10,#bcabd8,space
помощница,59,10,black,other
борец,59,10,#e7cb93,hum
заминочка,59,10,black,other
бестия,59,10,#e7cb93,hum
сон,59,10,#adcb3b,physiol
кулич,59,10,#49b81e,food/изделие
валик,59,10,#aceef8,form
олицетворение,59,10,black,other
ксюша,59,10,black,other
сурок,59,10,#702dab,animal
преувеличение,59,10,black,other
серна,59,10,#702dab,animal
блондиночка,59,10,black,other
ответ,59,10,#59f0b4,text
билетик,59,10,black,other
оно,59,10,black,other
выборка,59,10,#59f0b4,text
арбуз,59,10,#eb239e,plant
тонкость,59,10,black,other
адвокат,59,10,#e7cb93,hum
заседание,58,10,#832575,action
сабантуй,58,10,black,other
лукавство,58,10,#e01cac,humq
фаланга,58,10,#d77d8b,org
погром,58,10,black,other
раковинка,58,10,black,other
инвалид,58,10,#e7cb93,hum
этюдник,58,10,#a62bc2,tool
русалочка,58,10,#4d9ece,hum:supernat
сачок,58,10,#e7cb93,hum
восклицание,58,10,#2ef341,speech/manif:emot
келия,58,10,black,other
двуколка,58,10,#75a92c,tool:transp
дымок,58,10,#db9b1f,stuff
рученок,58,10,black,other
шкатулочка,58,10,black,other
графин,58,10,#79a298,tool:dish
хлевок,58,10,black,other
словцо,58,10,#912ccd,word
ишак,58,10,#478faf,hum$
календарик,58,10,black,other
матросик,58,10,black,other
горнист,58,10,#20b153,hum/prof
амбар,58,10,#a406c3,constr
ягодица,58,10,black,other
провокация,58,10,#adcb3b,physiol
украшение,58,10,#fbe32e,access
ромб,58,10,#5f109c,sign
композиция,58,10,#db9b1f,stuff
чертеж,58,10,#66616f,workart
современник,58,10,#e7cb93,hum
шпион,57,10,#e7cb93,hum
хобби,57,10,black,other
поручик,57,10,#e1d653,hum/armpos
шажочек,57,10,black,other
новшество,57,10,#a374e2,thing
дон,57,10,black,other
анютка,57,10,black,other
моисей,57,10,black,other
ванна,57,10,#a62bc2,tool
тезка,57,10,#e7cb93,hum
ромбик,57,10,black,other
вестник,57,10,#59f0b4,text
послушник,57,10,#e7cb93,hum
предостережение,57,10,#7b558d,speech
пансионат,57,10,#a406c3,constr
радиопередатчик,57,10,#57faab,tool:device
кабарда,57,10,black,other
геракл,57,10,black,other
статеечка,57,10,black,other
простенок,57,10,#bcabd8,space
гостинец,57,10,#a374e2,thing
этюдик,57,10,black,other
храбрец,57,10,#e7cb93,hum
крышечка,57,10,black,other
расследование,57,10,black,other
справочник,56,10,black,other
оправдание,56,10,#022343,ment
гусар,56,10,#702dab,animal
выговор,56,10,#7b558d,speech
рим,56,10,black,other
купчик,56,10,black,other
влияние,56,10,black,other
петербург,56,10,black,other
набат,56,10,#8afa7b,sound:@asp
каникулы,56,10,black,other
городкв,56,10,black,other
империя,56,10,#d77d8b,org
иголочка,56,10,black,other
гонг,56,10,#78593b,tool:mus/tool
сопоставление,56,10,black,other
калибр,56,10,#4277c6,tool:instr
обломов,56,10,black,other
запятая,56,10,#2b4495,ment?
челн,56,10,#75a92c,tool:transp
пружинка,56,10,black,other
денис,56,10,black,other
вольфганг,56,10,black,other
эффект,56,10,#47bca1,perc
барон,56,10,#e7cb93,hum
эгоизм,56,10,#e01cac,humq
хосе,56,10,black,other
кооператив,56,10,#d77d8b,org
тетка,56,10,#e7cb93,hum
марийка,56,10,black,other
пресса,56,10,black,other
воробышек,56,10,black,other
пустота,55,10,#bcabd8,space
гаврош,55,10,black,other
несообразность,55,10,black,other
гребень,55,10,#5425d9,форма
ведьма,55,10,#e7cb93,hum
коралл,55,10,#0a1774,jewel
прораб,55,10,#e7cb93,hum
экономия,55,10,#492150,poss
удел,55,10,#bcabd8,space
анархист,55,10,#e7cb93,hum
фляжка,55,10,#79a298,tool:dish
флигелечек,55,10,black,other
голубь,55,10,#478faf,hum$
вьетнам,55,10,black,other
материк,55,10,#bcabd8,space
празднество,55,10,#832575,action
аббатик,55,10,black,other
ученый,55,10,#20b153,hum/prof
согражданин,55,10,#e7cb93,hum
жилец,55,10,#e7cb93,hum
акробат,55,10,#20b153,hum/prof
гешефт,55,10,black,other
мертвец,55,10,#e7cb93,hum
полька,55,10,#ef58ca,workmus/dance
нескромность,55,10,black,other
сверчок,55,10,#702dab,animal
подсолнечник,55,10,#eb239e,plant
смех,54,10,#aafebc,manif:emot
риск,54,10,black,other
скелетика,54,10,black,other
кодекс,54,10,#59f0b4,text
электродвигатель,54,10,black,other
шавка,54,10,#478faf,hum$
телефон,54,10,#59f0b4,text
врач,54,10,#e7cb93,hum
порядок,54,10,#a9b233,asp:move
дьтя,54,10,black,other
ленка,54,10,black,other
сходка,54,10,#832575,action
кредит,54,10,#700fe0,poss?:приобретение
вариация,54,10,#2e3bb7,dance
пионерка,54,10,black,other
швея,54,10,#20b153,hum/prof
академия,54,10,#d77d8b,org
треволнение,54,10,#7d7ae0,psych:emot
стебелек,54,10,black,other
скребок,54,10,#4277c6,tool:instr
рабыня,54,10,#e7cb93,hum
иллюминатор,54,10,#bcabd8,space
параграф,54,10,#59f0b4,text
путь,54,10,#e1d614,asp
плуг,54,10,#a9b233,asp:move
россиянин,54,10,#e7cb93,hum
теннер,54,10,black,other
мишень,54,10,#a62bc2,tool
фисгармония,54,10,#465a52,tool:mus
автомат,53,10,#b6913a,tool:weapon
исповедь,53,10,#7b558d,speech
муся,53,10,black,other
убежище,53,10,#a406c3,constr
полоса,53,10,#1cc0b3,time:period
стыд,53,10,#7d7ae0,psych:emot
минус,53,10,#ef3853,temper
тополь,53,10,#eb239e,plant
федька,53,10,black,other
крысенок,53,10,#702dab,animal
штурвал,53,10,#a62bc2,tool
страстишка,53,10,black,other
основание,53,10,#db9b1f,stuff
награда,53,10,#eddae4,money/thing
овация,53,10,#74b107,sound
нищенка,53,10,#e7cb93,hum
потребитель,53,10,#e7cb93,hum
угощение,53,10,#d66cb6,food
цветочница,53,10,#20b153,hum/prof
осечка,53,10,black,other
лань,53,10,#702dab,animal
садок,53,10,#a5f0fc,tool/room/space/reservoir
десант,53,10,#ef5046,group
овал,53,10,#191131,form:geom/space
лифт,53,10,#57faab,tool:device
струна,53,10,#a62bc2,tool
каталог,53,10,#59f0b4,text
оседлость,53,10,black,other
теленочек,53,10,black,other
линия,53,10,#23aed4,unit
желудь,53,10,#2a3af1,fruit/food:fodder
передатчик,53,10,#57faab,tool:device
ответвление,53,10,black,other
колонок,53,10,#db9b1f,stuff
гадость,53,10,black,other
заплатка,53,10,black,other
прудок,53,10,black,other
кирпич,53,10,#5f109c,sign
комнаткв,53,10,black,other
орех,53,10,#11af03,plant/stuff
горбик,53,10,black,other
кочережка,52,10,black,other
синица,52,10,#702dab,animal
рента,52,10,#7bd6a5,poss:приобретение
цепочка,52,10,#aceef8,form
даниил,52,10,black,other
обязанность,52,10,black,other
недоразумъше,52,10,black,other
лапа,52,10,black,other
наслаждение,52,10,#7d7ae0,psych:emot
юрий,52,10,black,other
стопочка,52,10,black,other
шейка,52,10,black,other
формочка,52,10,black,other
проказа,52,10,#a452db,behav
стог,52,10,black,other
небрежность,52,10,black,other
антилопа,52,10,#702dab,animal
колдунья,52,10,black,other
ролик,52,10,#aceef8,form
конец,52,10,#f01a6f,be:disapp
андрюшка,52,10,black,other
кровопускание,52,10,black,other
теплоход,52,10,#75a92c,tool:transp
светлячок,52,10,#702dab,animal
шапка,52,10,#59f0b4,text
резерв,52,10,#e7cb93,hum
монашек,52,10,black,other
рекогносцировка,52,10,black,other
чукча,52,10,#5e0ab7,hum:etn
население,52,10,#84f97b,помещение объекта?
радио,52,10,#d77d8b,org
шестерня,52,10,#a62bc2,tool
картофелина,52,10,#57f4af,fruit/food
опечатка,52,10,black,other
тупичок,52,10,black,other
уж,52,10,#702dab,animal
человечишко,52,10,black,other
никитка,52,10,black,other
бочка,51,10,#563171,move/move:fig
подставка,51,10,#a62bc2,tool
арфа,51,10,#465a52,tool:mus
димка,51,10,black,other
крестница,51,10,#1a2a19,hum:kin
ангельчик,51,10,black,other
залик,51,10,black,other
подхалим,51,10,#e7cb93,hum
джордж,51,10,black,other
ранчо,51,10,#bcabd8,space
слиток,51,10,black,other
производство,51,10,#62988a,impact$@:creat
вечерок,51,10,black,other
дух,51,10,#30aa9b,smell
маргарита,51,10,black,other
строй,51,10,#aceef8,form
мордочка,51,10,black,other
варвар,51,10,#e7cb93,hum
сволочь,51,10,#e7cb93,hum
холстик,51,10,black,other
злодей,51,10,#e7cb93,hum
воз,51,10,#75a92c,tool:transp
мыза,51,10,#a406c3,constr
несессер,51,10,black,other
штанишки,51,10,black,other
транспорт,51,10,#75a92c,tool:transp
ястреб,51,10,#478faf,hum$
устройство,51,10,#57faab,tool:device
яков,51,10,black,other
царапинка,51,10,black,other
лучок,51,10,#a62bc2,tool
деньжонки,51,10,#283f1c,money
курочка,51,10,#702dab,animal
женька,51,10,black,other
клара,50,10,black,other
лесть,50,10,#7b558d,speech
американка,50,10,black,other
материал,50,10,#db9b1f,stuff
пирожное,50,10,#49b81e,food/изделие
елизавета,50,10,black,other
тюлень,50,10,#478faf,hum$
граната,50,10,#b6913a,tool:weapon
корректив,50,10,#cb7097,изменение:каузация
кубрик,50,10,#682f9d,room
бухгалтер,50,10,#20b153,hum/prof
клика,50,10,black,other
завоевание,50,10,#7bd6a5,poss:приобретение
римлянин,50,10,black,other
неточка,50,10,black,other
робятишки,50,10,black,other
кадило,50,10,#a62bc2,tool
гитлер,50,10,black,other
проверка,50,10,black,other
обращение,50,10,#912ccd,word
горлышко,50,10,#bcabd8,space
смотр,50,10,#832575,action
стежка,50,10,#bcabd8,space
закавыка,50,10,#7b558d,speech
подвеска,50,10,#fbe32e,access
резюме,50,10,#59f0b4,text
жестокость,50,10,#a452db,behav
тюбик,50,10,#a62bc2,tool
подлог,50,10,black,other
ткачев,50,10,black,other
уют,50,10,black,other
спартанец,50,10,#e7cb93,hum
острог,50,10,#178b72,constr:@build
шаман,50,10,#e7cb93,hum
леля,50,10,black,other
качели,50,10,#57faab,tool:device
амфора,50,10,#79a298,tool:dish
лагуна,50,10,#1e8d3e,space/reservoir
пучочек,50,10,black,other
издатель,50,10,#20b153,hum/prof
изволок,50,10,black,other
звонница,50,10,#a406c3,constr
акт,50,10,#59f0b4,text
рисуночек,50,10,black,other
лаз,50,10,#bcabd8,space
крен,49,10,#07bf7b,изменение
вика,49,10,#eb239e,plant
пунктик,49,10,black,other
ро,49,10,black,other
календарь,49,10,#035c77,time?
спичка,49,10,#a62bc2,tool
сюита,49,10,#632056,workmus
вылазка,49,10,black,other
этикетка,49,10,#5f109c,sign
глупышка,49,10,#e7cb93,hum
башмак,49,10,#a62bc2,tool
тамара,49,10,black,other
креветка,49,10,#d66cb6,food
живописец,49,10,#20b153,hum/prof
правило,49,10,#4277c6,tool:instr
меркурий,49,10,black,other
блюдо,49,10,#d66cb6,food
скетч,49,10,black,other
прусачонок,49,10,black,other
сосун,49,10,#e7cb93,hum
ареал,49,10,#bcabd8,space
этаж,49,10,black,other
кобылка,49,10,#702dab,animal
заводишко,49,10,black,other
окоп,49,10,#bece90,space/constr
коморка,49,10,black,other
валерий,49,10,black,other
константин,49,10,black,other
пупок,49,10,black,other
яблонька,49,10,black,other
биплан,49,10,#75a92c,tool:transp
груша,49,10,#eb239e,plant
бабка,49,10,#e7cb93,hum
некролог,49,10,#59f0b4,text
анечка,49,10,black,other
италия,49,10,black,other
субсидия,49,10,black,other
нейтрон,49,10,black,other
похвала,49,10,#7b558d,speech
воробьенок,49,10,#702dab,animal
дофин,49,10,black,other
каверин,49,10,black,other
невод,49,10,#a62bc2,tool
жертвенник,49,10,#bcabd8,space
кафедра,49,10,#ef5046,group
шероховатость,49,10,black,other
иринка,48,10,black,other
том,48,10,#59f0b4,text
несоответствие,48,10,black,other
полумесяц,48,10,#5425d9,форма
розанов,48,10,black,other
севастополь,48,10,black,other
заборчик,48,10,black,other
портмоне,48,10,#a62bc2,tool
карьера,48,10,black,other
преступник,48,10,#e7cb93,hum
китаянка,48,10,black,other
тряпочка,48,10,black,other
прощение,48,10,#a6668d,?
завязь,48,10,black,other
мщение,48,10,#ac8452,inter:противодействие
неправильность,48,10,black,other
крошечка,48,10,black,other
настасья,48,10,black,other
алмаз,48,10,#4277c6,tool:instr
англичанка,48,10,#20b153,hum/prof
богадельня,48,10,#d77d8b,org
ксения,48,10,black,other
верхушечка,48,10,black,other
корова,48,10,#478faf,hum$
барчук,48,10,#e7cb93,hum
отрядик,48,10,black,other
нравоучение,48,10,#7b558d,speech
плутишка,48,10,black,other
джо,48,10,black,other
мишаток,48,10,black,other
динамик,48,10,#57faab,tool:device
погост,48,10,#bcabd8,space
лисичка,48,10,#eb239e,plant
сткляночка,48,10,black,other
зам,47,10,#e7cb93,hum
пара,47,10,#b9f511,schoolmark
шрифт,47,10,black,other
слепок,47,10,#66616f,workart
сталина,47,10,black,other
установка,47,10,#022343,ment
доброта,47,10,#e01cac,humq
франт,47,10,#e7cb93,hum
вилли,47,10,black,other
мыс,47,10,#aceef8,form
постирушка,47,10,black,other
приписочка,47,10,black,other
парикмахер,47,10,#e7cb93,hum
рисовальщик,47,10,#e7cb93,hum
бусина,47,10,black,other
туесок,47,10,black,other
ничто,47,10,#e7cb93,hum
иконостас,47,10,black,other
медаль,47,10,#5f109c,sign
чулочек,47,10,black,other
парижанин,47,10,black,other
конфетка,47,10,#a374e2,thing
киоск,47,10,black,other
банда,47,10,#ef5046,group
инсценировка,47,10,#58ae77,workdram
струя,47,10,#a6668d,?
пластина,47,10,#aceef8,form
ленинградка,47,10,black,other
правительство,47,10,#0e902e,org/group
яшутка,47,10,black,other
боязнь,47,10,#7d7ae0,psych:emot
фанатик,47,10,#e7cb93,hum
клешня,47,10,black,other
заказ,47,10,#a374e2,thing
несовершенство,47,10,black,other
пантера,47,10,#702dab,animal
люда,47,10,black,other
способность,47,10,black,other
проводы,47,10,#832575,action
бульвар,46,10,#bcabd8,space
левушка,46,10,black,other
пария,46,10,#e7cb93,hum
вилы,46,10,#4277c6,tool:instr
дьяволенок,46,10,#e7cb93,hum
первоклассник,46,10,#e7cb93,hum
незнакомец,46,10,#e7cb93,hum
владелец,46,10,#e7cb93,hum
упражнение,46,10,#a6668d,?
крейсер,46,10,black,other
писарь,46,10,#e7cb93,hum
ловушка,46,10,#a62bc2,tool
гадюка,46,10,#478faf,hum$
юнга,46,10,#e1d653,hum/armpos
напряжение,46,10,#1c0892,param
шарманка,46,10,#7b558d,speech
пила,46,10,#e7cb93,hum
романс,46,10,#632056,workmus
перепалка,46,10,#08fd61,speech/inter
подросток,46,10,#e7cb93,hum
ушки,46,10,black,other
конюшня,46,10,#de0ce5,room/constr
схватка,46,10,#d99aac,inter
праздничек,46,10,black,other
клапан,46,10,#a62bc2,tool
огонечек,46,10,black,other
медсестра,46,10,#e7cb93,hum
коронка,46,10,#a62bc2,tool
перестановка,46,10,black,other
ссадина,46,10,black,other
трактирчик,46,10,black,other
миноносец,46,10,#75a92c,tool:transp
грешница,46,10,black,other
благодарность,46,10,#7b558d,speech
бандит,46,10,#e7cb93,hum
астероид,46,10,#b57e28,space/astr
эфрусси,46,10,black,other
тепличка,46,10,black,other
перевал,46,10,#bcabd8,space
пингвин,46,10,#702dab,animal
арсенал,46,10,#d77d8b,org
каморочка,46,10,black,other
саркофаг,46,10,#a406c3,constr
дрожки,46,10,#75a92c,tool:transp
ежонок,45,10,#702dab,animal
вакуоль,45,10,black,other
навеска,45,10,black,other
клещ,45,10,#702dab,animal
пациентка,45,10,black,other
гигант,45,10,#e7cb93,hum
левретка,45,10,#702dab,animal
катька,45,10,black,other
натянутость,45,10,black,other
мишель,45,10,black,other
каторга,45,10,#bcabd8,space
ре,45,10,black,other
сара,45,10,black,other
лоскут,45,10,#bcabd8,space
автобусик,45,10,black,other
туз,45,10,#e7cb93,hum
музик,45,10,black,other
несогласие,45,10,#2c9338,отсутствие
кепи,45,10,#b4ff8d,tool:cloth
нумер,45,10,black,other
клубенек,45,10,black,other
ступень,45,10,#74b107,sound
опушка,45,10,#bcabd8,space
желобок,45,10,black,other
погреб,45,10,#13e2de,constr/room
подъезд,45,10,#bcabd8,space
садовник,45,10,#20b153,hum/prof
гарем,45,10,#ef5046,group
часик,45,10,black,other
скорпион,45,10,#478faf,hum$
немка,45,10,#20b153,hum/prof
сопка,45,10,#bcabd8,space
картонка,45,10,#a62bc2,tool
пригород,45,10,#bcabd8,space
требование,45,10,#3907c2,doc
маляр,45,10,#e7cb93,hum
молочная,45,10,#d77d8b,org
опасность,45,10,black,other
вилочка,45,10,black,other
амбарчик,45,10,black,other
сеть,45,10,#a62bc2,tool
сито,45,10,#a62bc2,tool
экспромт,45,10,black,other
мощность,44,10,#1c0892,param
двойник,44,10,#a374e2,thing
драка,44,10,#d99aac,inter
тъло,44,10,black,other
совесть,44,10,#5e39bc,psych$
костик,44,10,black,other
метель,44,10,#462f02,weather
щелк,44,10,#74b107,sound
канальчик,44,10,black,other
одесса,44,10,black,other
палка,44,10,#a62bc2,tool
мартин,44,10,black,other
земляк,44,10,#e7cb93,hum
ария,44,10,#cbd954,text/workmus
маринка,44,10,black,other
постскриптум,44,10,#59f0b4,text
упрямица,44,10,black,other
пешка,44,10,#e7cb93,hum
мм,44,10,black,other
бороздка,44,10,#bcabd8,space
общежитие,44,10,#d99aac,inter
бочоночек,44,10,black,other
шиш,44,10,#e7cb93,hum
полячок,44,10,black,other
нянька,44,10,#e7cb93,hum
прореха,44,10,#bcabd8,space
скважина,44,10,#bcabd8,space
кирилл,44,10,black,other
зацепочка,44,10,black,other
урна,44,10,#a62bc2,tool
светило,44,10,#e7cb93,hum
свидетельство,44,10,#3907c2,doc
сашенька,44,10,black,other
щеночек,44,10,black,other
спина,44,10,black,other
карасик,44,10,black,other
осьминог,44,10,#702dab,animal
разочек,44,10,black,other
перебор,44,10,#74b107,sound
баллончик,44,10,black,other
фестиваль,44,10,#832575,action
бокс,44,10,#682f9d,room
киргиз,44,10,#5e0ab7,hum:etn
прорыв,44,10,#bcabd8,space
пагода,44,10,#a406c3,constr
мотоцикл,44,10,#75a92c,tool:transp
двло,43,10,black,other
винтовка,43,10,#b6913a,tool:weapon
цитадель,43,10,#a406c3,constr
расход,43,10,#67ab54,poss:лишение
приказчик,43,10,#e7cb93,hum
улей,43,10,#a62bc2,tool
усовершенствование,43,10,#07bf7b,изменение
крестник,43,10,#1a2a19,hum:kin
верхушка,43,10,#022343,ment
бровь,43,10,black,other
лукавинка,43,10,#e01cac,humq
котлетка,43,10,black,other
бастилия,43,10,black,other
початок,43,10,#57f4af,fruit/food
мораль,43,10,#7b558d,speech
кубинец,43,10,#5e0ab7,hum:etn
обмылок,43,10,#a374e2,thing
бородач,43,10,#e7cb93,hum
браслет,43,10,#fbe32e,access
вольф,43,10,black,other
натяжка,43,10,#022343,ment
гоша,43,10,black,other
скворец,43,10,#702dab,animal
клинышек,43,10,black,other
авангард,43,10,black,other
забияка,43,10,#e7cb93,hum
мина,43,10,#a62bc2,tool
генка,43,10,black,other
людмила,43,10,black,other
набережная,43,10,#bcabd8,space
аттик,43,10,black,other
чехия,43,10,black,other
памятка,43,10,#59f0b4,text
атолл,43,10,#bcabd8,space
карла,43,10,black,other
люксембург,43,10,black,other
любимица,43,10,black,other
портсигар,43,10,#a62bc2,tool
клубень,43,10,black,other
стаж,43,10,#1462b1,time:@dur/param$
якорек,43,10,black,other
порода,43,10,#db9b1f,stuff
лимон,43,10,#eb239e,plant
бурдюк,43,10,#a62bc2,tool
кнут,43,10,black,other
отечество,43,10,#bcabd8,space
красавчик,43,10,#e7cb93,hum
порог,43,10,#355fb6,level
швейка,43,10,black,other
ванночка,43,10,black,other
поражение,43,10,#b989de,воздействие на человека
матвей,43,10,black,other
пяльцы,43,10,#a62bc2,tool
татарчонок,43,10,black,other
телега,43,10,#7b558d,speech
пустырь,42,10,#9f8abf,space/plot
русский,42,10,#5e0ab7,hum:etn
пуговичка,42,10,black,other
герда,42,10,black,other
свист,42,10,#8afa7b,sound:@asp
квартет,42,10,#ef5046,group
пирог,42,10,#49b81e,food/изделие
ход,42,10,#bcabd8,space
комар,42,10,#702dab,animal
приветствие,42,10,#7b558d,speech
баульчик,42,10,black,other
подачка,42,10,#d66cb6,food
сейнер,42,10,#75a92c,tool:transp
акула,42,10,#3b413a,animal:@fish
азиат,42,10,#5e0ab7,hum:etn
блестка,42,10,#f820ef,light
мещаночка,42,10,black,other
школяр,42,10,#e7cb93,hum
сколок,42,10,black,other
шкафик,42,10,black,other
маска,42,10,#db9b1f,stuff
крылов,42,10,black,other
лампешка,42,10,black,other
плут,42,10,#e7cb93,hum
окунек,42,10,black,other
фуражка,42,10,#b4ff8d,tool:cloth
маклер,42,10,#20b153,hum/prof
трон,42,10,#a8b559,tool:furn$/space
стройка,42,10,#bcabd8,space
зданьице,42,10,black,other
лепешечка,42,10,black,other
гардероб,42,10,#682f9d,room
труженица,42,10,black,other
селеньице,42,10,black,other
герцогиня,42,10,black,other
гарра,42,10,black,other
диво,42,10,#bd82be,psych
фамильярность,42,10,#a452db,behav
послабление,42,10,#d99aac,inter
линзочка,42,10,black,other
дрожь,42,10,#adcb3b,physiol
заповедник,42,10,#e620aa,space/org
привиденьице,42,10,black,other
следствие,42,10,#832575,action
пепельница,42,10,#a62bc2,tool
домна,42,10,#57faab,tool:device
этап,41,10,#bcabd8,space
секция,41,10,black,other
министерство,41,10,#d77d8b,org
нюра,41,10,black,other
милость,41,10,#d99aac,inter
тургенев,41,10,black,other
площадочка,41,10,black,other
запасец,41,10,black,other
лотерея,41,10,black,other
бородавка,41,10,black,other
набор,41,10,#fbe32e,access
сторонка,41,10,black,other
попугайчик,41,10,black,other
гек,41,10,black,other
деятельность,41,10,black,other
покровский,41,10,black,other
губернаторша,41,10,#e7cb93,hum
гришка,41,10,black,other
падь,41,10,black,other
наушник,41,10,#e7cb93,hum
глупец,41,10,#e7cb93,hum
сыроежка,41,10,#eb239e,plant
база,41,10,#d77d8b,org
экспериментатор,41,10,#e7cb93,hum
крыса,41,10,#702dab,animal
рубашечка,41,10,black,other
ночь,41,10,#0e1f43,time
пасть,41,10,black,other
рубин,41,10,#0a1774,jewel
зигзаг,41,10,#aceef8,form
раскачка,41,10,black,other
колобок,41,10,#e7cb93,hum
палуба,41,10,#3a0ede,constr:настил
братство,41,10,#ef5046,group
животик,41,10,black,other
новорожденный,41,10,#e7cb93,hum
колпак,41,10,#e7cb93,hum
молитва,41,10,#7b558d,speech
кобелек,41,10,black,other
подсолнух,40,10,#57f4af,fruit/food
кактус,40,10,#eb239e,plant
арена,40,10,#bcabd8,space
амбулатория,40,10,#d77d8b,org
дурак,40,10,#e9f26e,game/cardgame
запись,40,10,#3907c2,doc
пятка,40,10,black,other
фуражечка,40,10,black,other
хулиган,40,10,#e7cb93,hum
сверстник,40,10,#e7cb93,hum
сом,40,10,#73b948,animal:@fish/food
леска,40,10,#db9b1f,stuff
трамвайчик,40,10,black,other
картузик,40,10,black,other
страница,40,10,#1cc0b3,time:period
прогалина,40,10,#bcabd8,space
шпиц,40,10,#702dab,animal
пассаж,40,10,#178b72,constr:@build
четки,40,10,#fbe32e,access
пивнушка,40,10,#d77d8b,org
недовольство,40,10,black,other
хоры,40,10,#bcabd8,space
заряд,40,10,#2e0c3e,tool:@shell
заставка,40,10,#66616f,workart
розыгрыш,40,10,black,other
ящерка,40,10,black,other
тиролец,40,10,black,other
фонд,40,10,#d77d8b,org
подсчет,40,10,#022343,ment
аристократ,40,10,#e7cb93,hum
герцен,40,10,black,other
пластиночка,40,10,black,other
иголка,40,10,#e3de8a,hair$
сажа,40,10,#db9b1f,stuff
знакомство,40,10,#022343,ment
коммивояжер,40,10,#20b153,hum/prof
локончик,40,10,black,other
полк,40,10,#d77d8b,org
флоренция,40,10,black,other
диспут,40,10,#7b558d,speech
бурозубка,10,649,black,other
преступленьице,10,176,black,other
младенец,10,95,#e7cb93,hum
двухколеска,10,66,black,other
скорлупка,10,58,black,other
клочочек,10,54,black,other
фортепиано,10,52,#465a52,tool:mus
колибри,10,42,#702dab,animal
